"ano";"cod_mun";"amc";"semiarido";"polos";"cod_uf";"uf";"chave";"q.dende";"q.girassol";"q.mamona";"q.soja";"h.dende";"h.girassol";"h.mamona";"h.soja";"v.dende";"v.girassol";"v.mamona";"v.soja";"s.dende";"s.girassol";"s.mamona";"s.soja";"d.bio";"total.contratos";"valores.totais";"vaba";"vabi";"vabs";"vabadm";"vabt";"t";"pib";"pib.per.capta";"est_pop"
2011;1300029;1007;0;0;13;"AM";"ALVARAES (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;6;10;129311153604219;106257706638964;771413617169467;731473378170269;29616269799437;552709104167307;109580782154843;563667182382792;39591728550217;14237
2011;1300102;1009;0;0;13;"AM";"ANORI (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;3;84;545985524830793;827955013635583;216779453159794;828834486745951;301463816079395;123398022370555;1364653101927;124762675472482;747037062815522;16701
2011;1300144;1010;0;0;13;"AM";"APUI (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;81;3;687799286559842;363602564512169;423329010017777;139642619170969;357287408406231;902865493091147;-618965357476721;89667583951638;489291639466201;18325
2011;1300300;1012;0;0;13;"AM";"AUTAZES (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;35;198;126584394420512;287094863192012;459232232469297;167291668640709;671850371175154;117216011933167;27584435881732;119974456213654;366524437623819;32733
2011;1300508;1014;0;0;13;"AM";"BARREIRINHA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;2;249;159618865642108;229463295025852;319374241594765;120953244417284;540059386417321;922413350019933;239664557255017;946379805745435;341382392599553;27722
2011;1300607;1015;0;0;13;"AM";"BENJAMIN CONSTANT (AM)";300;0;0;0;50;0;0;0;477696086208369;"0";"0";0;0;0;0;0;15;18;900874531958279;275400551460706;495931545833181;1716387237946;663160587824675;11597930176633;227879864039573;118258100406726;345844350970007;34193
2011;1300680;1017;0;0;13;"AM";"BOA VISTA DO RAMOS (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;3;64;42289460427399;110282974632174;15952058486472;6268240811767;288564519432193;477481953745378;681039540783409;484292349153212;316014653482384;15324
2011;1300706;1018;0;0;13;"AM";"BOCA DO ACRE (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;37;222;113851221087325;320429153785142;124392538544746;246011282841435;588452748433507;127928572360483;331007733614227;131238649696625;424637897293988;30906
2011;1300805;1019;0;0;13;"AM";"BORBA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;14;37;573317965642352;520201331650293;558914044016833;1950115902095;677438868456389;144854319471787;250519266191325;1473595121337;415706365108228;35448
2011;1300904;1020;0;0;13;"AM";"CANUTAMA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;2;27;682665784416023;785766653777108;151982609855669;642258580184727;272672055263259;430672832721877;124387630044382;443111602649447;320097916549713;12892
2011;1301001;1021;0;0;13;"AM";"CARAUARI (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;26;110;293009151280981;429952162406081;622089005261306;191780550806231;464783552533388;114872516627183;278239139298194;117654908020165;453303124032332;25955
2011;1301100;1022;0;0;13;"AM";"CAREIRO (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;116;264;12029325327376;311816881816998;489879690271456;138564652952083;615501548539966;111487104541306;208371655885942;113570821100166;342782942139263;33132
2011;1301159;1022;0;0;13;"AM";"CAREIRO DA VARZEA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;67;73;180698167761357;101151264939959;657302960722349;117418916461194;448751178796248;16434130476524;189282643355789;166234131198798;680116687329908;24441
2011;1301209;1023;0;0;13;"AM";"COARI (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;114;135;646582359769895;109438056256668;151845928266842;371357461313968;189049660589847;21883044608289;853418873513056;227364634818021;296642554097664;76646
2011;1301308;1024;0;0;13;"AM";"CODAJAS (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;11;1;443080427787473;265683143443382;495625820338007;151167715717651;417868742981597;327543048209;75671920093848;335110240218385;141731598002221;23643
2011;1301506;1026;0;0;13;"AM";"ENVIRA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;15;28;944245584248626;165899143010621;241891036404649;87619237672553;324261273327496;601968750728004;339118528538827;605359942936524;363907493847199;16635
2011;1301605;1027;0;0;13;"AM";"FONTE BOA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;12;24;113060361985575;176996943869756;311880713091127;121370418486309;460444728983069;790000155725115;132418116641445;80324196738926;349068453395329;23011
2011;1301654;1028;0;0;13;"AM";"GUAJARA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;1;32;218684872077572;886766421903361;13958071945058;57267134514305;271835152489617;431737001139316;472533506911477;436462343131562;30760581773878;14188
2011;1301704;1029;0;0;13;"AM";"HUMAITA (AM)";0;0;0;540;0;0;0;180;0;"0";"0";224309466567408;0;0;0;0;129;173;10635211946268;43186765448046;158877169775387;49946064682485;820249429608458;191045489376602;883547719520753;19988096657181;443146197538473;45104
2011;1301803;1028;0;0;13;"AM";"IPIXUNA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;2;70;10667467993717;583807133225736;137794759170013;625412108469712;386402417163833;521103817250379;106497773153244;531753587642572;232541762453066;22867
2011;1301852;1030;0;0;13;"AM";"IRANDUBA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;220;45;954623171718655;894317100859053;353330887110645;445940615795817;850010394244721;254359899801024;106050919618689;264964991762892;640413911747477;41373
2011;1301902;1031;0;0;13;"AM";"ITACOATIARA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;425;976;126345951034455;213927151983065;105431674566692;233063270193511;175624889940059;728046986683327;496766510129951;777723637004009;884078377564345;87970
2011;1302009;1032;0;0;13;"AM";"ITAPIRANGA (AM)";0;0;0;0;0;0;0;0;0;"0";"0";0;0;0;0;0;9;20;245124637366642;160407777266916;221738914696204;903038896770441;164876437228839;637327018869003;405252436265118;677852255572383;81856339781062;8280
