"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"Total";"Estado";"Mun";"chave";"ano"
"MS-SAO GABRIEL DO OESTE";0;0;0;0;0;10083.4900000002;0;10083.4900000002;"MS";"SAO GABRIEL DO OESTE";"SAO GABRIEL DO OESTE (MS)";2015
"MS-SETE QUEDAS";0;0;0;0;0;0;0;0;"MS";"SETE QUEDAS";"SETE QUEDAS (MS)";2015
"MS-SELVIRIA";0;0;0;0;0;0;0;0;"MS";"SELVIRIA";"SELVIRIA (MS)";2015
"MS-SIDROLANDIA";0;0;0;0;0;17709.7600000016;0;17709.7600000016;"MS";"SIDROLANDIA";"SIDROLANDIA (MS)";2015
"MS-SONORA";0;0;0;0;0;0;0;0;"MS";"SONORA";"SONORA (MS)";2015
"MS-TACURU";0;0;0;0;0;0;0;0;"MS";"TACURU";"TACURU (MS)";2015
"MS-TAQUARUSSU";0;0;0;0;0;1523;0;1523;"MS";"TAQUARUSSU";"TAQUARUSSU (MS)";2015
"MS-TERENOS";0;0;0;0;0;0;0;0;"MS";"TERENOS";"TERENOS (MS)";2015
"MS-TRES LAGOAS";0;0;0;0;0;0;0;0;"MS";"TRES LAGOAS";"TRES LAGOAS (MS)";2015
"MS-VICENTINA";0;0;0;0;0;0;0;0;"MS";"VICENTINA";"VICENTINA (MS)";2015
"MT-ACORIZAL";0;0;0;0;0;0;0;0;"MT";"ACORIZAL";"ACORIZAL (MT)";2015
"MT-AGUA BOA";0;0;0;0;0;16083.7699999991;0;16083.7699999991;"MT";"AGUA BOA";"AGUA BOA (MT)";2015
"MT-ALTA FLORESTA";0;0;0;0;0;0;0;0;"MT";"ALTA FLORESTA";"ALTA FLORESTA (MT)";2015
"MT-ALTO ARAGUAIA";0;0;0;0;0;0;0;0;"MT";"ALTO ARAGUAIA";"ALTO ARAGUAIA (MT)";2015
"MT-ALTO BOA VISTA";0;0;0;0;0;0;0;0;"MT";"ALTO BOA VISTA";"ALTO BOA VISTA (MT)";2015
"MT-ALTO GARCAS";0;0;0;0;0;0;0;0;"MT";"ALTO GARCAS";"ALTO GARCAS (MT)";2015
"MT-ALTO PARAGUAI";0;0;0;0;0;0;0;0;"MT";"ALTO PARAGUAI";"ALTO PARAGUAI (MT)";2015
"MT-ALTO TAQUARI";0;0;0;0;0;9635.0700000003;0;9635.0700000003;"MT";"ALTO TAQUARI";"ALTO TAQUARI (MT)";2015
"MT-APIACAS";0;0;0;0;0;0;0;0;"MT";"APIACAS";"APIACAS (MT)";2015
"MT-ARAGUAIANA";0;0;0;0;0;0;0;0;"MT";"ARAGUAIANA";"ARAGUAIANA (MT)";2015
"MT-ARAGUAINHA";0;0;0;0;0;0;0;0;"MT";"ARAGUAINHA";"ARAGUAINHA (MT)";2015
"MT-ARAPUTANGA";0;0;0;0;0;0;0;0;"MT";"ARAPUTANGA";"ARAPUTANGA (MT)";2015
"MT-ARENAPOLIS";0;0;0;0;0;2109.71999999881;0;2109.71999999881;"MT";"ARENAPOLIS";"ARENAPOLIS (MT)";2015
"MT-ARIPUANA";0;0;0;0;0;0;0;0;"MT";"ARIPUANA";"ARIPUANA (MT)";2015
"MT-BARAO DE MELGACO";0;0;0;0;0;0;0;0;"MT";"BARAO DE MELGACO";"BARAO DE MELGACO (MT)";2015
"MT-BARRA DO BUGRES";0;0;0;0;0;0;0;0;"MT";"BARRA DO BUGRES";"BARRA DO BUGRES (MT)";2015
"MT-BARRA DO GARCAS";0;0;0;0;0;0;0;0;"MT";"BARRA DO GARCAS";"BARRA DO GARCAS (MT)";2015
"MT-BOM JESUS DO ARAGUAIA";0;0;0;0;0;0;0;0;"MT";"BOM JESUS DO ARAGUAIA";"BOM JESUS DO ARAGUAIA (MT)";2015
"MT-BRASNORTE";0;0;0;0;0;0;0;0;"MT";"BRASNORTE";"BRASNORTE (MT)";2015
"MT-CACERES";0;0;0;0;0;0;0;0;"MT";"CACERES";"CACERES (MT)";2015
"MT-CAMPINAPOLIS";0;0;0;0;0;0;0;0;"MT";"CAMPINAPOLIS";"CAMPINAPOLIS (MT)";2015
"MT-CAMPO NOVO DO PARECIS";0;0;0;0;0;5269.36999999918;0;5269.36999999918;"MT";"CAMPO NOVO DO PARECIS";"CAMPO NOVO DO PARECIS (MT)";2015
"MT-CAMPO VERDE";0;0;0;0;0;1576;0;1576;"MT";"CAMPO VERDE";"CAMPO VERDE (MT)";2015
"MT-CAMPOS DE JULIO";0;0;2572.21999999881;0;0;9616.3200000003;0;12188.5399999991;"MT";"CAMPOS DE JULIO";"CAMPOS DE JULIO (MT)";2015
"MT-CANABRAVA DO NORTE";0;0;0;0;0;0;0;0;"MT";"CANABRAVA DO NORTE";"CANABRAVA DO NORTE (MT)";2015
"MT-CANARANA";0;0;0;0;0;3211.68999999948;0;3211.68999999948;"MT";"CANARANA";"CANARANA (MT)";2015
"MT-CARLINDA";0;0;0;0;0;0;0;0;"MT";"CARLINDA";"CARLINDA (MT)";2015
"MT-CASTANHEIRA";0;0;0;0;0;0;0;0;"MT";"CASTANHEIRA";"CASTANHEIRA (MT)";2015
"MT-CHAPADA DOS GUIMARAES";0;0;0;0;0;0;0;0;"MT";"CHAPADA DOS GUIMARAES";"CHAPADA DOS GUIMARAES (MT)";2015
"MT-CLAUDIA";0;0;0;0;0;12098.6400000025;0;12098.6400000025;"MT";"CLAUDIA";"CLAUDIA (MT)";2015
"MT-COCALINHO";0;0;0;0;0;14867.3799999971;0;14867.3799999971;"MT";"COCALINHO";"COCALINHO (MT)";2015
"MT-COLIDER";0;0;0;0;0;0;0;0;"MT";"COLIDER";"COLIDER (MT)";2015
"MT-COLNIZA";0;0;0;0;0;0;0;0;"MT";"COLNIZA";"COLNIZA (MT)";2015
"MT-COMODORO";0;0;0;0;0;19438.2200000007;0;19438.2200000007;"MT";"COMODORO";"COMODORO (MT)";2015
"MT-CONFRESA";0;0;0;0;0;2960.96999999881;0;2960.96999999881;"MT";"CONFRESA";"CONFRESA (MT)";2015
"MT-CONQUISTA D OESTE";0;0;0;0;0;0;0;0;"MT";"CONQUISTA D OESTE";"CONQUISTA D OESTE (MT)";2015
"MT-COTRIGUACU";0;0;0;0;0;0;0;0;"MT";"COTRIGUACU";"COTRIGUACU (MT)";2015
"MT-CUIABA";0;0;0;0;0;0;0;0;"MT";"CUIABA";"CUIABA (MT)";2015
"MT-CURVELANDIA";0;0;0;0;0;0;0;0;"MT";"CURVELANDIA";"CURVELANDIA (MT)";2015
"MT-DENISE";0;0;0;0;0;0;0;0;"MT";"DENISE";"DENISE (MT)";2015
"MT-DIAMANTINO";0;0;0;0;0;29916.5600000024;0;29916.5600000024;"MT";"DIAMANTINO";"DIAMANTINO (MT)";2015
"MT-DOM AQUINO";0;0;0;0;0;0;0;0;"MT";"DOM AQUINO";"DOM AQUINO (MT)";2015
"MT-FELIZ NATAL";0;0;0;0;0;5022.53999999911;0;5022.53999999911;"MT";"FELIZ NATAL";"FELIZ NATAL (MT)";2015
"MT-FIGUEIROPOLIS D OESTE";0;0;0;0;0;0;0;0;"MT";"FIGUEIROPOLIS D OESTE";"FIGUEIROPOLIS D OESTE (MT)";2015
"MT-GAUCHA DO NORTE";0;0;0;0;0;4973.6799999997;0;4973.6799999997;"MT";"GAUCHA DO NORTE";"GAUCHA DO NORTE (MT)";2015
"MT-GENERAL CARNEIRO";0;0;0;0;0;0;0;0;"MT";"GENERAL CARNEIRO";"GENERAL CARNEIRO (MT)";2015
"MT-GLORIA D OESTE";0;0;0;0;0;0;0;0;"MT";"GLORIA D OESTE";"GLORIA D OESTE (MT)";2015
"MT-GUARANTA DO NORTE";0;0;0;0;0;0;0;0;"MT";"GUARANTA DO NORTE";"GUARANTA DO NORTE (MT)";2015
"MT-GUIRATINGA";0;0;0;0;0;2497.87999999989;0;2497.87999999989;"MT";"GUIRATINGA";"GUIRATINGA (MT)";2015
"MT-INDIAVAI";0;0;0;0;0;0;0;0;"MT";"INDIAVAI";"INDIAVAI (MT)";2015
"MT-IPIRANGA DO NORTE";0;0;0;0;0;38076.7200000007;0;38076.7200000007;"MT";"IPIRANGA DO NORTE";"IPIRANGA DO NORTE (MT)";2015
"MT-ITANHANGA";0;0;0;0;0;1418.3900000006;0;1418.3900000006;"MT";"ITANHANGA";"ITANHANGA (MT)";2015
"MT-ITAUBA";0;0;0;0;0;8704.52999999747;0;8704.52999999747;"MT";"ITAUBA";"ITAUBA (MT)";2015
"MT-ITIQUIRA";0;0;0;0;0;9613.28000000212;0;9613.28000000212;"MT";"ITIQUIRA";"ITIQUIRA (MT)";2015
"MT-JACIARA";0;0;0;0;0;809.879999999888;0;809.879999999888;"MT";"JACIARA";"JACIARA (MT)";2015
"MT-JANGADA";0;0;0;0;0;0;0;0;"MT";"JANGADA";"JANGADA (MT)";2015
"MT-JAURU";0;0;0;0;0;0;0;0;"MT";"JAURU";"JAURU (MT)";2015
"MT-JUARA";0;0;0;0;0;0;0;0;"MT";"JUARA";"JUARA (MT)";2015
"MT-JUINA";0;0;0;0;0;0;0;0;"MT";"JUINA";"JUINA (MT)";2015
"MT-JURUENA";0;0;0;0;0;0;0;0;"MT";"JURUENA";"JURUENA (MT)";2015
"MT-JUSCIMEIRA";0;0;0;0;0;3310.71999999881;0;3310.71999999881;"MT";"JUSCIMEIRA";"JUSCIMEIRA (MT)";2015
"MT-LAMBARI D OESTE";0;0;0;0;0;0;0;0;"MT";"LAMBARI D OESTE";"LAMBARI D OESTE (MT)";2015
"MT-LUCAS DO RIO VERDE";0;0;1495.25;0;0;78014.8100000005;0;79510.0600000005;"MT";"LUCAS DO RIO VERDE";"LUCAS DO RIO VERDE (MT)";2015
"MT-LUCIARA";0;0;0;0;0;0;0;0;"MT";"LUCIARA";"LUCIARA (MT)";2015
"MT-VILA BELA DA SANTISSIMA TRINDADE";0;0;0;0;0;0;0;0;"MT";"VILA BELA DA SANTISSIMA TRINDADE";"VILA BELA DA SANTISSIMA TRINDADE (MT)";2015
"MT-MARCELANDIA";0;0;0;0;0;0;0;0;"MT";"MARCELANDIA";"MARCELANDIA (MT)";2015
"MT-MATUPA";0;0;0;0;0;0;0;0;"MT";"MATUPA";"MATUPA (MT)";2015
"MT-MIRASSOL D OESTE";0;0;0;0;0;0;0;0;"MT";"MIRASSOL D OESTE";"MIRASSOL D OESTE (MT)";2015
"MT-NOBRES";0;0;0;0;0;788;0;788;"MT";"NOBRES";"NOBRES (MT)";2015
"MT-NORTELANDIA";0;0;0;0;0;0;0;0;"MT";"NORTELANDIA";"NORTELANDIA (MT)";2015
"MT-NOSSA SENHORA DO LIVRAMENTO";0;0;0;0;0;0;0;0;"MT";"NOSSA SENHORA DO LIVRAMENTO";"NOSSA SENHORA DO LIVRAMENTO (MT)";2015
"MT-NOVA BANDEIRANTES";0;0;0;0;0;0;0;0;"MT";"NOVA BANDEIRANTES";"NOVA BANDEIRANTES (MT)";2015
"MT-NOVA NAZARE";0;0;0;0;0;1266.98000000045;0;1266.98000000045;"MT";"NOVA NAZARE";"NOVA NAZARE (MT)";2015
"MT-NOVA LACERDA";0;0;0;0;0;0;0;0;"MT";"NOVA LACERDA";"NOVA LACERDA (MT)";2015
"MT-NOVA SANTA HELENA";0;0;0;0;0;0;0;0;"MT";"NOVA SANTA HELENA";"NOVA SANTA HELENA (MT)";2015
"MT-NOVA BRASILANDIA";0;0;0;0;0;0;0;0;"MT";"NOVA BRASILANDIA";"NOVA BRASILANDIA (MT)";2015
"MT-NOVA CANAA DO NORTE";0;0;0;0;0;2761.80999999959;0;2761.80999999959;"MT";"NOVA CANAA DO NORTE";"NOVA CANAA DO NORTE (MT)";2015
"MT-NOVA MUTUM";0;0;0;0;0;35605.3599999994;0;35605.3599999994;"MT";"NOVA MUTUM";"NOVA MUTUM (MT)";2015
"MT-NOVA OLIMPIA";0;0;0;0;0;0;0;0;"MT";"NOVA OLIMPIA";"NOVA OLIMPIA (MT)";2015
"MT-NOVA UBIRATA";0;0;13299.1499999985;0;0;79035.3599999947;0;92334.5099999933;"MT";"NOVA UBIRATA";"NOVA UBIRATA (MT)";2015
"MT-NOVA XAVANTINA";0;0;0;0;0;0;0;0;"MT";"NOVA XAVANTINA";"NOVA XAVANTINA (MT)";2015
"MT-NOVO MUNDO";0;0;0;0;0;2021.84999999963;0;2021.84999999963;"MT";"NOVO MUNDO";"NOVO MUNDO (MT)";2015
"MT-NOVO HORIZONTE DO NORTE";0;0;0;0;0;0;0;0;"MT";"NOVO HORIZONTE DO NORTE";"NOVO HORIZONTE DO NORTE (MT)";2015
"MT-NOVO SAO JOAQUIM";0;0;0;0;0;0;0;0;"MT";"NOVO SAO JOAQUIM";"NOVO SAO JOAQUIM (MT)";2015
"MT-PARANAITA";0;0;0;0;0;0;0;0;"MT";"PARANAITA";"PARANAITA (MT)";2015
"MT-PARANATINGA";0;0;0;0;0;20029.3999999985;0;20029.3999999985;"MT";"PARANATINGA";"PARANATINGA (MT)";2015
"MT-NOVO SANTO ANTONIO";0;0;0;0;0;0;0;0;"MT";"NOVO SANTO ANTONIO";"NOVO SANTO ANTONIO (MT)";2015
"MT-PEDRA PRETA";0;0;0;0;0;4406.23000000045;0;4406.23000000045;"MT";"PEDRA PRETA";"PEDRA PRETA (MT)";2015
"MT-PEIXOTO DE AZEVEDO";0;0;0;0;0;0;0;0;"MT";"PEIXOTO DE AZEVEDO";"PEIXOTO DE AZEVEDO (MT)";2015
"MT-PLANALTO DA SERRA";0;0;0;0;0;5777.54999999702;0;5777.54999999702;"MT";"PLANALTO DA SERRA";"PLANALTO DA SERRA (MT)";2015
"MT-POCONE";0;0;0;0;0;0;0;0;"MT";"POCONE";"POCONE (MT)";2015
"MT-PONTAL DO ARAGUAIA";0;0;0;0;0;0;0;0;"MT";"PONTAL DO ARAGUAIA";"PONTAL DO ARAGUAIA (MT)";2015
"MT-PONTE BRANCA";0;0;0;0;0;0;0;0;"MT";"PONTE BRANCA";"PONTE BRANCA (MT)";2015
"MT-PONTES E LACERDA";0;0;0;0;0;0;0;0;"MT";"PONTES E LACERDA";"PONTES E LACERDA (MT)";2015
"MT-PORTO ALEGRE DO NORTE";0;0;0;0;0;4171.75999999791;0;4171.75999999791;"MT";"PORTO ALEGRE DO NORTE";"PORTO ALEGRE DO NORTE (MT)";2015
"MT-PORTO DOS GAUCHOS";0;0;0;0;0;1787.16999999993;0;1787.16999999993;"MT";"PORTO DOS GAUCHOS";"PORTO DOS GAUCHOS (MT)";2015
"MT-PORTO ESPERIDIAO";0;0;0;0;0;2399.73000000045;0;2399.73000000045;"MT";"PORTO ESPERIDIAO";"PORTO ESPERIDIAO (MT)";2015
"MT-PORTO ESTRELA";0;0;0;0;0;0;0;0;"MT";"PORTO ESTRELA";"PORTO ESTRELA (MT)";2015
"MT-POXOREO";0;0;0;0;0;0;0;0;"MT";"POXOREO";"POXOREO (MT)";2015
"MT-PRIMAVERA DO LESTE";0;0;0;0;0;4116.41000000201;0;4116.41000000201;"MT";"PRIMAVERA DO LESTE";"PRIMAVERA DO LESTE (MT)";2015
"MT-QUERENCIA";0;0;0;0;0;8642.06000000052;0;8642.06000000052;"MT";"QUERENCIA";"QUERENCIA (MT)";2015
"MT-SAO JOSE DOS QUATRO MARCOS";0;0;0;0;0;0;0;0;"MT";"SAO JOSE DOS QUATRO MARCOS";"SAO JOSE DOS QUATRO MARCOS (MT)";2015
"MT-RESERVA DO CABACAL";0;0;0;0;0;0;0;0;"MT";"RESERVA DO CABACAL";"RESERVA DO CABACAL (MT)";2015
"MT-RIBEIRAO CASCALHEIRA";0;0;0;0;0;0;0;0;"MT";"RIBEIRAO CASCALHEIRA";"RIBEIRAO CASCALHEIRA (MT)";2015
"MT-RIBEIRAOZINHO";0;0;0;0;0;0;0;0;"MT";"RIBEIRAOZINHO";"RIBEIRAOZINHO (MT)";2015
"MT-RIO BRANCO";0;0;0;0;0;0;0;0;"MT";"RIO BRANCO";"RIO BRANCO (MT)";2015
"MT-SANTA CARMEM";0;0;0;0;0;10255.4700000016;0;10255.4700000016;"MT";"SANTA CARMEM";"SANTA CARMEM (MT)";2015
"MT-SANTO AFONSO";0;0;0;0;0;0;0;0;"MT";"SANTO AFONSO";"SANTO AFONSO (MT)";2015
"MT-SAO JOSE DO POVO";0;0;0;0;0;0;0;0;"MT";"SAO JOSE DO POVO";"SAO JOSE DO POVO (MT)";2015
"MT-SAO JOSE DO RIO CLARO";0;0;0;0;0;0;0;0;"MT";"SAO JOSE DO RIO CLARO";"SAO JOSE DO RIO CLARO (MT)";2015
"MT-SAO JOSE DO XINGU";0;0;0;0;0;0;0;0;"MT";"SAO JOSE DO XINGU";"SAO JOSE DO XINGU (MT)";2015
"MT-SAO PEDRO DA CIPA";0;0;0;0;0;0;0;0;"MT";"SAO PEDRO DA CIPA";"SAO PEDRO DA CIPA (MT)";2015
"MT-RONDOLANDIA";0;0;0;0;0;0;0;0;"MT";"RONDOLANDIA";"RONDOLANDIA (MT)";2015
"MT-RONDONOPOLIS";0;0;0;0;0;7234.67000000179;0;7234.67000000179;"MT";"RONDONOPOLIS";"RONDONOPOLIS (MT)";2015
"MT-ROSARIO OESTE";0;0;0;0;0;0;0;0;"MT";"ROSARIO OESTE";"ROSARIO OESTE (MT)";2015
"MT-SANTA CRUZ DO XINGU";0;0;0;0;0;0;0;0;"MT";"SANTA CRUZ DO XINGU";"SANTA CRUZ DO XINGU (MT)";2015
"MT-SALTO DO CEU";0;0;0;0;0;0;0;0;"MT";"SALTO DO CEU";"SALTO DO CEU (MT)";2015
"MT-SANTA RITA DO TRIVELATO";0;0;0;0;0;0;0;0;"MT";"SANTA RITA DO TRIVELATO";"SANTA RITA DO TRIVELATO (MT)";2015
"MT-SANTA TEREZINHA";0;0;0;0;0;0;0;0;"MT";"SANTA TEREZINHA";"SANTA TEREZINHA (MT)";2015
"MT-SANTO ANTONIO DO LESTE";0;0;0;0;0;0;0;0;"MT";"SANTO ANTONIO DO LESTE";"SANTO ANTONIO DO LESTE (MT)";2015
"MT-SANTO ANTONIO DO LEVERGER";0;0;0;0;0;2836.09999999963;0;2836.09999999963;"MT";"SANTO ANTONIO DO LEVERGER";"SANTO ANTONIO DO LEVERGER (MT)";2015
"MT-SAO FELIX DO ARAGUAIA";0;0;0;0;0;0;0;0;"MT";"SAO FELIX DO ARAGUAIA";"SAO FELIX DO ARAGUAIA (MT)";2015
"MT-SAPEZAL";0;0;3241.94999999925;0;0;41772.5300000003;0;45014.4799999995;"MT";"SAPEZAL";"SAPEZAL (MT)";2015
"MT-SERRA NOVA DOURADA";0;0;0;0;0;0;0;0;"MT";"SERRA NOVA DOURADA";"SERRA NOVA DOURADA (MT)";2015
"MT-SINOP";0;0;0;0;0;2973.88999999873;0;2973.88999999873;"MT";"SINOP";"SINOP (MT)";2015
"MT-SORRISO";0;0;0;0;0;122734.059999996;0;122734.059999996;"MT";"SORRISO";"SORRISO (MT)";2015
"MT-TABAPORA";0;0;0;0;0;788;0;788;"MT";"TABAPORA";"TABAPORA (MT)";2015
"MT-TANGARA DA SERRA";0;0;0;0;0;1034.72000000067;0;1034.72000000067;"MT";"TANGARA DA SERRA";"TANGARA DA SERRA (MT)";2015
"MT-TAPURAH";0;0;0;0;0;24621.6200000001;0;24621.6200000001;"MT";"TAPURAH";"TAPURAH (MT)";2015
"MT-TERRA NOVA DO NORTE";0;0;0;0;0;0;0;0;"MT";"TERRA NOVA DO NORTE";"TERRA NOVA DO NORTE (MT)";2015
"MT-TESOURO";0;0;0;0;0;0;0;0;"MT";"TESOURO";"TESOURO (MT)";2015
"MT-TORIXOREU";0;0;0;0;0;0;0;0;"MT";"TORIXOREU";"TORIXOREU (MT)";2015
"MT-UNIAO DO SUL";0;0;0;0;0;0;0;0;"MT";"UNIAO DO SUL";"UNIAO DO SUL (MT)";2015
"MT-VALE DE SAO DOMINGOS";0;0;0;0;0;0;0;0;"MT";"VALE DE SAO DOMINGOS";"VALE DE SAO DOMINGOS (MT)";2015
"MT-VARZEA GRANDE";0;0;0;0;0;0;0;0;"MT";"VARZEA GRANDE";"VARZEA GRANDE (MT)";2015
"MT-VERA";0;0;0;0;0;41734.0299999947;0;41734.0299999947;"MT";"VERA";"VERA (MT)";2015
"MT-VILA RICA";0;0;0;0;0;0;0;0;"MT";"VILA RICA";"VILA RICA (MT)";2015
"MT-NOVA GUARITA";0;0;0;0;0;1575.99000000022;0;1575.99000000022;"MT";"NOVA GUARITA";"NOVA GUARITA (MT)";2015
"MT-NOVA MARILANDIA";0;0;0;0;0;0;0;0;"MT";"NOVA MARILANDIA";"NOVA MARILANDIA (MT)";2015
"MT-NOVA MARINGA";0;0;0;0;0;41145.7599999942;0;41145.7599999942;"MT";"NOVA MARINGA";"NOVA MARINGA (MT)";2015
"MT-NOVA MONTE VERDE";0;0;0;0;0;0;0;0;"MT";"NOVA MONTE VERDE";"NOVA MONTE VERDE (MT)";2015
"GO-ABADIA DE GOIAS";0;0;0;0;0;0;0;0;"GO";"ABADIA DE GOIAS";"ABADIA DE GOIAS (GO)";2015
"GO-ABADIANIA";0;0;0;0;0;0;0;0;"GO";"ABADIANIA";"ABADIANIA (GO)";2015
"GO-ACREUNA";0;0;0;0;0;1581.25;0;1581.25;"GO";"ACREUNA";"ACREUNA (GO)";2015
"GO-ADELANDIA";0;0;0;0;0;0;0;0;"GO";"ADELANDIA";"ADELANDIA (GO)";2015
"GO-AGUA FRIA DE GOIAS";0;0;0;0;0;0;0;0;"GO";"AGUA FRIA DE GOIAS";"AGUA FRIA DE GOIAS (GO)";2015
"GO-AGUA LIMPA";0;0;0;0;0;0;2287.3200000003;2287.3200000003;"GO";"AGUA LIMPA";"AGUA LIMPA (GO)";2015
"GO-AGUAS LINDAS DE GOIAS";0;0;0;0;0;0;0;0;"GO";"AGUAS LINDAS DE GOIAS";"AGUAS LINDAS DE GOIAS (GO)";2015
"GO-ALEXANIA";0;0;0;0;0;0;0;0;"GO";"ALEXANIA";"ALEXANIA (GO)";2015
"GO-ALMAS";0;0;0;0;0;0;0;0;"GO";"ALMAS";"ALMAS (GO)";2015
"GO-ALOANDIA";0;0;0;0;0;0;0;0;"GO";"ALOANDIA";"ALOANDIA (GO)";2015
"GO-ALTO HORIZONTE";0;0;0;0;0;0;0;0;"GO";"ALTO HORIZONTE";"ALTO HORIZONTE (GO)";2015
"GO-ALTO PARAISO DE GOIAS";0;0;0;0;0;0;0;0;"GO";"ALTO PARAISO DE GOIAS";"ALTO PARAISO DE GOIAS (GO)";2015
"GO-ALVORADA";0;0;0;0;0;0;0;0;"GO";"ALVORADA";"ALVORADA (GO)";2015
"GO-ALVORADA DO NORTE";0;0;0;0;0;0;0;0;"GO";"ALVORADA DO NORTE";"ALVORADA DO NORTE (GO)";2015
"GO-AMARALINA";0;0;0;0;0;0;0;0;"GO";"AMARALINA";"AMARALINA (GO)";2015
"GO-AMERICANO DO BRASIL";0;0;0;0;0;0;0;0;"GO";"AMERICANO DO BRASIL";"AMERICANO DO BRASIL (GO)";2015
"GO-AMORINOPOLIS";0;0;0;0;0;0;0;0;"GO";"AMORINOPOLIS";"AMORINOPOLIS (GO)";2015
"GO-ANANAS";0;0;0;0;0;0;0;0;"GO";"ANANAS";"ANANAS (GO)";2015
"GO-ANAPOLIS";0;0;3248.4299999997;0;0;0;0;3248.4299999997;"GO";"ANAPOLIS";"ANAPOLIS (GO)";2015
"GO-ANHANGUERA";0;0;0;0;0;0;0;0;"GO";"ANHANGUERA";"ANHANGUERA (GO)";2015
"GO-ANICUNS";0;0;0;0;0;0;0;0;"GO";"ANICUNS";"ANICUNS (GO)";2015
"GO-APARECIDA DE GOIANIA";0;0;0;0;0;0;0;0;"GO";"APARECIDA DE GOIANIA";"APARECIDA DE GOIANIA (GO)";2015
"GO-APARECIDA DO RIO DOCE";0;0;0;0;0;0;0;0;"GO";"APARECIDA DO RIO DOCE";"APARECIDA DO RIO DOCE (GO)";2015
"GO-APORE";0;0;0;0;0;0;0;0;"GO";"APORE";"APORE (GO)";2015
"GO-ARACU";0;0;0;0;0;0;0;0;"GO";"ARACU";"ARACU (GO)";2015
"GO-ARAGARCAS";0;0;0;0;0;0;0;0;"GO";"ARAGARCAS";"ARAGARCAS (GO)";2015
"GO-ARAGOIANIA";0;0;0;0;0;0;0;0;"GO";"ARAGOIANIA";"ARAGOIANIA (GO)";2015
"GO-ARAGUACEMA";0;0;0;0;0;0;0;0;"GO";"ARAGUACEMA";"ARAGUACEMA (GO)";2015
"GO-ARAGUACU";0;0;0;0;0;0;0;0;"GO";"ARAGUACU";"ARAGUACU (GO)";2015
"GO-ARAGUAINA";0;0;0;0;0;0;0;0;"GO";"ARAGUAINA";"ARAGUAINA (GO)";2015
"GO-ARAGUAPAZ";0;0;0;0;0;0;0;0;"GO";"ARAGUAPAZ";"ARAGUAPAZ (GO)";2015
"GO-ARAGUATINS";0;0;0;0;0;0;0;0;"GO";"ARAGUATINS";"ARAGUATINS (GO)";2015
"GO-ARAPOEMA";0;0;0;0;0;0;0;0;"GO";"ARAPOEMA";"ARAPOEMA (GO)";2015
"GO-ARENOPOLIS";0;0;0;0;0;0;0;0;"GO";"ARENOPOLIS";"ARENOPOLIS (GO)";2015
"GO-ARRAIAS";0;0;0;0;0;0;0;0;"GO";"ARRAIAS";"ARRAIAS (GO)";2015
"GO-ARUANA";0;0;0;0;0;0;0;0;"GO";"ARUANA";"ARUANA (GO)";2015
"GO-AUGUSTINOPOLIS";0;0;0;0;0;0;0;0;"GO";"AUGUSTINOPOLIS";"AUGUSTINOPOLIS (GO)";2015
"GO-AURILANDIA";0;0;0;0;0;0;0;0;"GO";"AURILANDIA";"AURILANDIA (GO)";2015
"GO-AURORA DO NORTE";0;0;0;0;0;0;0;0;"GO";"AURORA DO NORTE";"AURORA DO NORTE (GO)";2015
"GO-AVELINOPOLIS";0;0;0;0;0;0;0;0;"GO";"AVELINOPOLIS";"AVELINOPOLIS (GO)";2015
"GO-AXIXA DE GOIAS";0;0;0;0;0;0;0;0;"GO";"AXIXA DE GOIAS";"AXIXA DE GOIAS (GO)";2015
"GO-BABACULANDIA";0;0;0;0;0;0;0;0;"GO";"BABACULANDIA";"BABACULANDIA (GO)";2015
"GO-BALIZA";0;0;0;0;0;0;0;0;"GO";"BALIZA";"BALIZA (GO)";2015
"GO-BARRO ALTO";0;0;0;0;0;0;0;0;"GO";"BARRO ALTO";"BARRO ALTO (GO)";2015
"GO-BELA VISTA DE GOIAS";0;0;0;0;0;0;0;0;"GO";"BELA VISTA DE GOIAS";"BELA VISTA DE GOIAS (GO)";2015
"GO-BOM JARDIM DE GOIAS";0;0;0;0;0;0;0;0;"GO";"BOM JARDIM DE GOIAS";"BOM JARDIM DE GOIAS (GO)";2015
"GO-BOM JESUS DE GOIAS";0;0;0;0;0;1182;0;1182;"GO";"BOM JESUS DE GOIAS";"BOM JESUS DE GOIAS (GO)";2015
"GO-BONFINOPOLIS";0;0;0;0;0;0;0;0;"GO";"BONFINOPOLIS";"BONFINOPOLIS (GO)";2015
"GO-BONOPOLIS";0;0;0;0;0;10165.7799999956;0;10165.7799999956;"GO";"BONOPOLIS";"BONOPOLIS (GO)";2015
"GO-BRAZABRANTES";0;0;0;0;0;0;0;0;"GO";"BRAZABRANTES";"BRAZABRANTES (GO)";2015
"GO-BREJINHO DE NAZARE";0;0;0;0;0;0;0;0;"GO";"BREJINHO DE NAZARE";"BREJINHO DE NAZARE (GO)";2015
