"cod_mun";"amc";"chave";"estado";"municipio";"polo"
4205308;14357;"FAXINAL DOS GUEDES (SC)";"SC";"Faxinal dos Guedes";"Meio Oeste Catarinense"
4205605;14361;"GALVAO (SC)";"SC";"Galvao";"Meio Oeste Catarinense"
4207601;14382;"IPIRA (SC)";"SC";"Ipira";"Meio Oeste Catarinense"
4206702;14372;"HERVAL D OESTE (SC)";"SC";"Herval D'Oeste";"Meio Oeste Catarinense"
4206801;14374;"IBICARE (SC)";"SC";"Ibicare";"Meio Oeste Catarinense"
4208609;14392;"JABORA (SC)";"SC";"Jabora";"Meio Oeste Catarinense"
4209177;14361;"JUPIA (SC)";"SC";"Jupia";"Meio Oeste Catarinense"
4209003;14396;"JOACABA (SC)";"SC";"Joacaba";"Meio Oeste Catarinense"
4209458;14292;"LAJEADO GRANDE (SC)";"SC";"Lajeado Grande";"Meio Oeste Catarinense"
4210035;14396;"LUZERNA (SC)";"SC";"Luzerna";"Meio Oeste Catarinense"
4210555;14292;"MAREMA (SC)";"SC";"Marema";"Meio Oeste Catarinense"
4211801;14421;"OURO (SC)";"SC";"Ouro";"Meio Oeste Catarinense"
4212270;14427;"PASSOS MAIA (SC)";"SC";"Passos Maia";"Meio Oeste Catarinense"
4213104;14436;"PIRATUBA (SC)";"SC";"Piratuba";"Meio Oeste Catarinense"
4213401;14427;"PONTE SERRADA (SC)";"SC";"Ponte Serrada";"Meio Oeste Catarinense"
4213906;14442;"PRESIDENTE CASTELLO BRANCO (SC)";"SC";"Presidente Castelo Branco";"Meio Oeste Catarinense"
4216107;14347;"SAO DOMINGOS (SC)";"SC";"Sao Domingos";"Meio Oeste Catarinense"
4301552;15028;"AUREA (RS)";"RS";"aurea";"Planalto do RS"
4218509;14479;"TREZE TILIAS (SC)";"SC";"Treze Tilias";"Meio Oeste Catarinense"
4219101;14480;"VARGEAO (SC)";"SC";"Vargeao";"Meio Oeste Catarinense"
4301701;15031;"BARAO DE COTEGIPE (RS)";"RS";"Barao de Cotegipe";"Planalto do RS"
4219176;14342;"VARGEM BONITA (SC)";"SC";"Vargem Bonita";"Meio Oeste Catarinense"
4219507;14292;"XANXERE (SC)";"SC";"Xanxere";"Meio Oeste Catarinense"
4219705;14292;"XAXIM (SC)";"SC";"Xaxim";"Meio Oeste Catarinense"
4300307;15005;"ALECRIM (RS)";"RS";"Alecrim";"Noroeste Missões"
4300059;15002;"AGUA SANTA (RS)";"RS";"agua Santa";"Planalto do RS"
4300109;15003;"AGUDO (RS)";"RS";"Agudo";"Centro do RS"
4300208;15004;"AJURICABA (RS)";"RS";"Ajuricaba";"Noroeste Missões"
4300455;15007;"ALEGRIA (RS)";"RS";"Alegria";"Noroeste Missões"
4300471;15008;"ALMIRANTE TAMANDARE DO SUL (RS)";"RS";"Almirante Tamandare do Sul";"Médio Alto Uruguai"
4300638;15013;"AMARAL FERRADOR (RS)";"RS";"Amaral Ferrador";"Sul do RS"
4300646;15014;"AMETISTA DO SUL (RS)";"RS";"Ametista do Sul";"Médio Alto Uruguai"
4302584;15027;"BOZANO (RS)";"RS";"Bozano";"Noroeste Missões"
4300661;15002;"ANDRE DA ROCHA (RS)";"RS";"Andre da Rocha";"Nordeste"
4302501;15046;"BOSSOROCA (RS)";"RS";"Bossoroca";"Noroeste Missões"
4300901;15019;"ARATIBA (RS)";"RS";"Aratiba";"Planalto do RS"
4301073;15022;"ARROIO DO PADRE (RS)";"RS";"Arroio do Padre";"Sul do RS"
4301206;15024;"ARROIO DO TIGRE (RS)";"RS";"Arroio do Tigre";"Centro do RS"
4302378;15043;"BOM PROGRESSO (RS)";"RS";"Bom Progresso";"Noroeste Missões"
4301305;15025;"ARROIO GRANDE (RS)";"RS";"Arroio Grande";"Sul do RS"
4301503;15027;"AUGUSTO PESTANA (RS)";"RS";"Augusto Pestana";"Noroeste Missões"
4301925;15019;"BARRA DO RIO AZUL (RS)";"RS";"Barra do Rio Azul";"Planalto do RS"
4301800;15032;"BARRACAO (RS)";"RS";"Barracao";"Nordeste"
4301958;15008;"BARRA FUNDA (RS)";"RS";"Barra Funda";"Médio Alto Uruguai"
4302055;15036;"BENJAMIN CONSTANT DO SUL (RS)";"RS";"Benjamin Constant do Sul";"Planalto do RS"
4302154;15038;"BOA VISTA DAS MISSOES (RS)";"RS";"Boa Vista das Missoes";"Médio Alto Uruguai"
4302204;15039;"BOA VISTA DO BURICA (RS)";"RS";"Boa Vista do Burica";"Noroeste Missões"
4302220;15027;"BOA VISTA DO CADEADO (RS)";"RS";"Boa Vista do Cadeado";"Noroeste Missões"
4303301;15054;"CAIBATE (RS)";"RS";"Caibate";"Noroeste Missões"
4302238;15027;"BOA VISTA DO INCRA (RS)";"RS";"Boa Vista do Incra";"Noroeste Missões"
4302709;15048;"BUTIA (RS)";"RS";"Butia";"Centro do RS"
4302808;15049;"CACAPAVA DO SUL (RS)";"RS";"Cacapava do Sul";"Sul do RS"
4303004;15051;"CACHOEIRA DO SUL (RS)";"RS";"Cachoeira do Sul";"Centro do RS"
4303202;15053;"CACIQUE DOBLE (RS)";"RS";"Cacique Doble";"Nordeste"
4303400;15055;"CAICARA (RS)";"RS";"Caicara";"Médio Alto Uruguai"
4303509;15017;"CAMAQUA (RS)";"RS";"Camaqua";"Sul do RS"
4303558;15056;"CAMARGO (RS)";"RS";"Camargo";"Nordeste"
4303806;15059;"CAMPINAS DO SUL (RS)";"RS";"Campinas do Sul";"Planalto do RS"
4303707;15058;"CAMPINA DAS MISSOES (RS)";"RS";"Campina das Missoes";"Noroeste Missões"
4304002;15043;"CAMPO NOVO (RS)";"RS";"Campo Novo";"Noroeste Missões"
4304101;15010;"CAMPOS BORGES (RS)";"RS";"Campos Borges";"Planalto do RS"
4304200;15035;"CANDELARIA (RS)";"RS";"Candelaria";"Centro do RS"
4304309;15061;"CANDIDO GODOI (RS)";"RS";"Candido Godoi";"Noroeste Missões"
4304358;15001;"CANDIOTA (RS)";"RS";"Candiota";"Sul do RS"
4304507;15063;"CANGUCU (RS)";"RS";"Cangucu";"Sul do RS"
4304622;15002;"CAPAO BONITO DO SUL (RS)";"RS";"Capao Bonito do Sul";"Nordeste"
4305116;15028;"CENTENARIO (RS)";"RS";"Centenario";"Planalto do RS"
4304655;15066;"CAPAO DO CIPO (RS)";"RS";"Capao do Cipo";"Noroeste Missões"
4305132;15051;"CERRO BRANCO (RS)";"RS";"Cerro Branco";"Centro do RS"
4304663;15022;"CAPAO DO LEAO (RS)";"RS";"Capao do Leao";"Sul do RS"
4304903;15071;"CASCA (RS)";"RS";"Casca";"Planalto do RS"
4304952;15002;"CASEIROS (RS)";"RS";"Caseiros";"Nordeste"
4305009;15072;"CATUIPE (RS)";"RS";"Catuipe";"Noroeste Missões"
4305124;15074;"CERRITO (RS)";"RS";"Cerrito";"Sul do RS"
4305173;15017;"CERRO GRANDE DO SUL (RS)";"RS";"Cerro Grande do Sul";"Sul do RS"
4305207;15075;"CERRO LARGO (RS)";"RS";"Cerro Largo";"Noroeste Missões"
4305371;15002;"CHARRUA (RS)";"RS";"Charrua";"Planalto do RS"
4305306;15008;"CHAPADA (RS)";"RS";"Chapada";"Médio Alto Uruguai"
4313466;15080;"NOVO XINGU (RS)";"RS";"Novo Xingu";"Médio Alto Uruguai"
4305405;15072;"CHIAPETTA (RS)";"RS";"Chiapeta";"Noroeste Missões"
4305447;15017;"CHUVISCA (RS)";"RS";"Chuvisca";"Sul do RS"
4305504;15056;"CIRIACO (RS)";"RS";"Ciriaco";"Nordeste"
4305603;15078;"COLORADO (RS)";"RS";"Colorado";"Planalto do RS"
4306734;15093;"DOUTOR MAURICIO CARDOSO (RS)";"RS";"Doutor Mauricio Cardoso";"Noroeste Missões"
4305801;15080;"CONSTANTINA (RS)";"RS";"Constantina";"Médio Alto Uruguai"
4306908;15013;"ENCRUZILHADA DO SUL (RS)";"RS";"Encruzilhada do Sul";"Centro do RS"
4305850;15008;"COQUEIROS DO SUL (RS)";"RS";"Coqueiros do Sul";"Médio Alto Uruguai"
4320107;15008;"SARANDI (RS)";"RS";"Sarandi";"Médio Alto Uruguai"
4305871;15027;"CORONEL BARROS (RS)";"RS";"Coronel Barros";"Noroeste Missões"
4305900;15081;"CORONEL BICACO (RS)";"RS";"Coronel Bicaco";"Noroeste Missões"
4305975;15008;"COXILHA (RS)";"RS";"Coxilha";"Planalto do RS"
4306007;15039;"CRISSIUMAL (RS)";"RS";"Crissiumal";"Noroeste Missões"
4306056;15017;"CRISTAL (RS)";"RS";"Cristal";"Sul do RS"
4306072;15083;"CRISTAL DO SUL (RS)";"RS";"Cristal do Sul";"Médio Alto Uruguai"
4306106;15027;"CRUZ ALTA (RS)";"RS";"Cruz Alta";"Noroeste Missões"
4306130;15059;"CRUZALTENSE (RS)";"RS";"Cruzaltense";"Planalto do RS"
4306379;15086;"DILERMANDO DE AGUIAR (RS)";"RS";"Dilermando de Aguiar";"Centro do RS"
4306429;15088;"DOIS IRMAOS DAS MISSOES (RS)";"RS";"Dois Irmaos das Missoes";"Noroeste Missões"
4306502;15090;"DOM FELICIANO (RS)";"RS";"Dom Feliciano";"Sul do RS"
4320206;15083;"SEBERI (RS)";"RS";"Seberi";"Médio Alto Uruguai"
4306924;15080;"ENGENHO VELHO (RS)";"RS";"Engenho Velho";"Médio Alto Uruguai"
4307054;15008;"ERNESTINA (RS)";"RS";"Ernestina";"Planalto do RS"
4306932;15066;"ENTRE IJUIS (RS)";"RS";"Entre-Ijuis";"Noroeste Missões"
4306957;15036;"ENTRE RIOS DO SUL (RS)";"RS";"Entre Rios do Sul";"Planalto do RS"
4307104;15001;"HERVAL (RS)";"RS";"Herval";"Sul do RS"
4318499;15007;"SAO JOSE DO INHACORA (RS)";"RS";"Sao Jose do Inhacora";"Noroeste Missões"
4307203;15094;"ERVAL GRANDE (RS)";"RS";"Erval Grande";"Planalto do RS"
4307500;15010;"ESPUMOSO (RS)";"RS";"Espumoso";"Planalto do RS"
4307302;15088;"ERVAL SECO (RS)";"RS";"Erval Seco";"Médio Alto Uruguai"
4307559;15002;"ESTACAO (RS)";"RS";"Estacao";"Planalto do RS"
4307401;15002;"ESMERALDA (RS)";"RS";"Esmeralda";"Nordeste"
4307450;15095;"ESPERANCA DO SUL (RS)";"RS";"Esperanca do Sul";"Noroeste Missões"
4307831;15066;"EUGENIO DE CASTRO (RS)";"RS";"Eugenio de Castro";"Noroeste Missões"
4310405;15115;"INDEPENDENCIA (RS)";"RS";"Independencia";"Noroeste Missões"
4308003;15099;"FAXINAL DO SOTURNO (RS)";"RS";"Faxinal do Soturno";"Centro do RS"
4308052;15036;"FAXINALZINHO (RS)";"RS";"Faxinalzinho";"Planalto do RS"
4308250;15002;"FLORIANO PEIXOTO (RS)";"RS";"Floriano Peixoto";"Planalto do RS"
4308508;15103;"FREDERICO WESTPHALEN (RS)";"RS";"Frederico Westphalen";"Médio Alto Uruguai"
4308409;15102;"FORMIGUEIRO (RS)";"RS";"Formigueiro";"Centro do RS"
4308458;15027;"FORTALEZA DOS VALOS (RS)";"RS";"Fortaleza dos Valos";"Noroeste Missões"
4308854;15056;"GENTIL (RS)";"RS";"Gentil";"Nordeste"
